ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
11-30,28/03/23 12:23:19,https://twitter.com/hoeny_pony/status/730046152192630784,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos richest,@hoeny_pony,𝓱 𝓸 𝓷 𝓮 𝔂 🍯,"Mother of Dragonballs, Khalazy of the Great Grass Sea, Queen of the Sandals and the first men, Protractor of the Realm, Breaker of Ch4inZ, The burnt",Anonymous,12/13,568,749,Valar Morghulis,"Having Marcos as our VP would be a bad idea? Mind u ppl, during the reign of President Marcos, Philippines was the richest country in Asia.",,Text,10/5/16 22:45,https://drive.google.com/file/d/1JvKyXAjiOVJMnRTB5rBJlTmSg-5_vKGq/view?usp=share_link,Emotional,3,0,1,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]","Fake location

Can also be classified as rational",,
11-31,28/03/23 12:23:42,https://twitter.com/acmvillanera/status/702742259259670528,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos richest,@acmvillanera,avvan,"💍💕 05/20/19 
@labhliindayo
 | ΛΚΦ | Luna 🌙 💛 10/05/19 ~ behavioral therapist na may behavior",Identified,08/15,718,209,"Lucban, Quezon","""If I stole money from the people why the Philippines is the richest country next to Japan during my regimen?""  -Ferdinand Marcos",,Text,25/02/16 14:29,https://drive.google.com/file/d/1EocFsQDbIZP0l3h04N2gyBx4WegravQm/view?usp=share_link,Rational,17,1,14,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",Reply can't be viewed,,
11-32,28/03/23 12:24:18,https://twitter.com/eddywaw09/status/767041673809367040,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos richest,@eddywaw09,😷,"Nigradweyt sa kaon ug laag.
Nanarbaho aron maka-kaon ug maka-laag.

🇵🇭 💉 🧝🏼‍♂️",Anonymous,06/11,247,286,Philippines,"During Marcos regime, Philippines was 3rd richest country. From Cory Aquino to Benigno Aquino III, what happened in 30yrs of corruption?",,Text,21/08/16 00:52,https://drive.google.com/file/d/1uZrcHyov_YqBtMqeEy9OCiuogSBVitQJ/view?usp=share_link,Rational,0,0,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",Can also be classified as emotional,,
11-33,29/03/23 00:09:01,https://twitter.com/Kulchoks18/status/734737089376440320,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos richest,@Kulchoks18,❤️LizQuenNYC❤️,Noy-pi🇵🇭Swag!!!,Anonymous,03/15,470,1323,NY,Sorry to say but Philippines is the richest country in Asia during Marcos' reign Realtalk... #Duterte  https://twitter.com/jayrcastillo24/status/734736324717056000,,"Text, URL, Reply",23/05/16 21:25,https://drive.google.com/file/d/1ehYxSn-30jhi1RAEcbT7Aq7qUmR455x7/view?usp=share_link,Emotional,0,0,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",Replying to deleted tweet,,
11-34,29/03/23 00:09:49,https://twitter.com/goldenillegull/status/702704406811308032,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos richest,@goldenillegull,jeonjeonie,BTS is my religion,Anonymous,01/12,409,382,jk97's💜,"We were the 2nd richest country in Asia during Marcos' regime, but sad to say, people only know his dictatorship.",,Text,25/02/16 11:59,https://drive.google.com/file/d/1OePL_luHSLA-m2nWa5V_0DYKdeApaOBu/view?usp=share_link,Emotional,5,0,9,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]","Fake location

Can also be classified as rational",,
11-35,29/03/23 00:10:44,https://twitter.com/kyaaannnggg/status/803142742691880960,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos richest,@kyaaannnggg,Charm,I am human above all else.,Identified,10/09,77,522,Philippines,"FYI ph is 2nd richest country after Japan during marcos regime cos it was post-WWII time, US payed PH for its damages which Marcos corrupted",,Text,28/11/16 15:45,https://drive.google.com/file/d/11BLJZSWdoYq0q2foWhzlwXacm84C4ZDX/view?usp=share_link,Rational,0,0,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]","Full name can be identified from her tweets, e.g. at https://twitter.com/kyaaannnggg/status/1596779313927319554",,
11-36,29/03/23 00:11:10,https://twitter.com/JamiasJj/status/719097741113098240,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos richest,@JamiasJj,JJ,,Anonymous,09/14,221,215,Born April 1,We were one of the richest countries in asia during the marcos regime tho. Shouldn't we thank them for that?,,Text,10/04/16 17:40,https://drive.google.com/file/d/13yMrCJixYKij2gI-pa3kxU7-c0JuJJOP/view?usp=share_link,Emotional,6,0,0,0,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]","No bio, fake location, cannot identify full name",,
11-37,29/03/23 00:11:23,https://twitter.com/pogingjhanell/status/907569536555036672,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos richest,@pogingjhanell,Jhanell,Ad Majorem Dei Gloriam | 🇵🇭 | ⚖️,Anonymous,02/14,220,201,"Manila, Philippines","Marcos Era: Philippines is the 2nd richest country
Aquino Era: Philippines is one the worst country",,Text,12/09/17 19:40,https://drive.google.com/file/d/1WT6b4oKzQfJfb-oma2hwsoq13KyZOoEx/view?usp=share_link,Rational,1,0,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",Cannot identify full name,,
11-38,29/03/23 00:11:52,https://twitter.com/lizasoberapork/status/702690902767063041,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos richest,@lizasoberapork,Engr,#1 Liza's fanboy. I support Kisses. Ashley for big winner!,Anonymous,03/13,64,301,Liza Soberano's tip nose,@Serenavanderano We are the 2nd richest country in the world next to Japan sa time ni Marcos.,,"Text, Reply",25/02/16 11:05,https://drive.google.com/file/d/19dcIH7RLY886LxsCqp4GElsuoCSjUYVF/view?usp=share_link,Rational,1,1,1,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",Fake location,,
11-39,29/03/23 00:16:41,https://twitter.com/justjunm/status/729620275570999296,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos richest,@justjunm,🐰,The color of my world is only cosmic latte,Anonymous,03/15,119,379,,"Do u know what? PHILIPPINES IS THE 2ND RICHEST COUNTRY IN ASIA NEXT IN JAPAN DURING MARCOS ADMINISTRATION, and it's all just a dream now",,Text,09/05/16 18:33,https://drive.google.com/file/d/1KD9up2ca3SNkgmJyBgfqQg2sTNPXyLtJ/view?usp=share_link,Emotional,2,1,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]","No location, replied to self",,
11-40,29/03/23 00:17:04,https://twitter.com/lee_kimeh/status/784018908235730946,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos richest,@lee_kimeh,Kimeh Freak,"Owl
Orphic",Identified,10/14,132,24,Davao City,"Philippines was the richest country in Asia during Marcos era, why does this people only looked on Marshall Law thingy?",,Text,06/10/16 21:14,https://drive.google.com/file/d/1eplsHTY_5N12g3R9shd_IZzG3ZjfxQvi/view?usp=share_link,Emotional,0,0,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",,,
11-41,30/03/23 22:45:52,https://twitter.com/MarthaMadge/status/1493802322123649024,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,mayaman pilipinas asia marcos,@MarthaMadge,MarthaAl,Kpop fandom has weird obsession.,Anonymous,07/20,212,67,,"Dahil sa mga MARCOS asensado ang Pilipinas noon , mayaman tayo sa buong Asiapero ang daming nainggit sa mga Marcos at gustong pabagsakin sya! TINITINGALA ang mga Marcos sa buong mundo dahil sa daming project nagawa na na built nila at tayo ang nanguguna sa Asia MAG RESEARCH KA 

{Alt-text image: image with red background and white text on why Leni doesn't meet the standards of being a president}","Because of MARCOS, the Philippines was promoted, we are rich in all of Asia, but many people were jealous of Marcos and wanted to overthrow him! The Marcoses are looked up to all over the world because of the many projects they have built and we are the leaders in Asia DO RESEARCH","Text, image",16/02/22 12:20,https://drive.google.com/file/d/1AeL356_5BRom3BQQ5spnpyGpNHSFkzoM/view?usp=share_link,Emotional,0,1,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term//]","No location, cannot identify full name",,
11-42,30/03/23 23:31:07,https://twitter.com/solitudegent/status/1445833052249202688,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Philippines richest asia marcos,@solitudegent,قانون الانترنت,I am worn out civility. I have been talking incessantly all night with nothing to say.,Anonymous,09/21,61,439,Seychelles,"maybe because they are doing bad things, pero yung panahon ng marcos philippines is one of the richest country in asia, mas mahal pa ang peso kaysa sa dollar if u don't know. so u should research about marcoses so u will know what i'm sayinggg.

{Alt-text image: a meme picture dabbing}",,"Text, reply, image",07/10/21 03:27,https://drive.google.com/file/d/1vMYtUJ1Aq7BnmhUZSxVSqPF7mp_dqh5g/view?usp=share_link,Rational,0,0,0,0,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]",Cannot identify full name,,
11-43,30/03/23 23:39:59,https://twitter.com/ChristineAgat19/status/1442136939683930113,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Philippines richest asia marcos,@ChristineAgat19,Christine Agatha,The only thing that matters in life is your own opinion about yourself - Osho,Identified,08/21,62,10,"Tuguegarao City, Cagayan Valle","Before you bash me I'm gonna explain my self. When Marcos is the president the Philippines was rich so rich that we are the 2nd richest country in Asia, but then when Aquino became the president our country and our society dropped now tell me if they are the ""bad guy"" why-",,"Text, reply",26/09/21 22:40,https://drive.google.com/file/d/1wboOAnt80BAjGsNNZk90TxWIGDxozrDJ/view?usp=share_link,Rational,1,1,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term//]","Part of a thread, only mentioned can reply",,
11-44,30/03/23 23:42:05,https://twitter.com/JMagsTin/status/1440273374031138826,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Philippines richest asia marcos,@JMagsTin,Cedric Apacer,Apacer,Identified,05/10,45,1,Manila City,"@iamsuperbianca
 If Marcos really ruin the the country during his term, why Philippines is one of the richest in Asia? If Aquino saved the Philippines, why is it become poorer during their term?",,Text,21/09/21 19:15,https://drive.google.com/file/d/1rEwBVjHu8rxyo4XKPzxwZFEuU6MoezWU/view?usp=share_link,Emotional,0,0,0,0,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this made us ""wealthy"" for a while, the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]",,,
11-45,30/03/23 23:47:53,https://twitter.com/Audrey39602141/status/1357211222010134529,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Philippines richest asia marcos,@Audrey39602141,The Puzzle of Complexity,"Once the storm is over, you won’t remember how you made it through, how you managed to survive. You won’t even be sure, whether the storm is really over.",Anonymous,01/21,299,339,,"Duterte has a vision for the future like Marcos maraming projects para sa Pilipinas. During Marcos time Philippines was the 2nd richest country in Asia. Nong si Corykung na, napagiiwanan na tayo.",,"Text, Reply",04/02/21 14:15,https://drive.google.com/file/d/1bpHJ3Sb8bdMJnVrnIOAbRrawel-LUv44/view?usp=share_link,Emotional,5,0,1,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term//]",No location,,
